log_id,user_id,session_id,timestamp,action_type,item_id,item_name,quantity,price,currency,item_level,rarity
6f857dda-3bc3-4c2e-8c64-0e97f76aa21e,34d53d60-9c49-47b6-a259-4473d3bfea70,8d5369db-2bf6-4540-b3b9-06b776edc6ee,2025-07-21T04:17:37.336160,enhance,item_0039,아이템_0039,1,2034,gold,3,common
61fc5a30-3854-443d-8191-43ea32b57c17,57e36c47-f711-4efa-be77-35cba99fc308,a2365f4b-ba19-49ba-97b2-3787e93934b2,2025-08-03T07:45:41.336160,buy,weapon_legendary_001,아이템_001,2,9900,gold,20,legendary
dbf892bd-2e2f-4295-b9bf-2afb5e4aaa82,e3f36998-c2ea-4269-9db8-39d1c21b6178,4adb9834-6356-4b2a-ab57-c1bf2e177c70,2025-07-18T12:44:19.336160,use,item_0035,아이템_0035,2,2174,gold,9,epic
8dd364b0-7958-4446-812c-ec58f06be4b7,abe35367-decd-4bc5-a21f-a06e47f8a669,d72417d1-ee9f-41be-8e7e-cfa2efca9c98,2025-07-11T05:55:08.336160,acquire,item_0224,아이템_0224,2,1616,gold,17,common
5d2eea14-d722-4dcd-8c82-ef9b6405bf7a,05c1d3a4-850d-4223-80aa-64f8bcd40197,7baf6482-3148-42a7-98b5-81a96ccfa924,2025-07-16T09:26:07.336160,use,item_0069,아이템_0069,5,3484,gold,14,epic
ceecfbdd-ee82-40fc-a5d0-eba24333f799,da507e07-6c36-40a9-abd5-cc2fe5d0212a,ddf726d1-b1c3-4abb-8432-b92587746dfc,2025-07-27T13:01:43.336160,sell,item_0475,아이템_0475,3,3004,gold,12,epic
eb9a3b4d-6e3d-4a9a-84e9-d442b6c8f0fc,5f36c96d-293e-43a2-9156-ba9d036f071f,c92d7539-0a9b-42a3-bc96-adc781745709,2025-07-18T21:09:58.336160,trade,item_0324,아이템_0324,5,2631,gold,20,rare
04e0b3f4-ba7c-4db8-a2ec-cad36d0d33ba,ace09e35-c5d2-4995-8c06-f4f335ee9024,c418de4b-46dd-495a-be61-fb9627a48a69,2025-07-21T06:53:06.336160,sell,item_0003,아이템_0003,5,3578,gold,17,common
11551434-6f3c-4f8a-b176-225fff230fff,72efeedd-d586-4741-b97f-2e5da278a329,31aac95e-969e-42e6-ac20-6713e11b72b0,2025-08-08T09:57:19.336160,acquire,item_0265,아이템_0265,1,4482,gold,10,rare
87e39866-60d9-4c86-a4c4-b3189bc881c8,415d0c04-39a0-44ad-9d4a-ca43e9cae126,4b7abb54-5ac7-47b3-b39a-4eb8776e9c96,2025-07-29T20:21:57.336160,acquire,item_0037,아이템_0037,4,628,gold,15,epic
ceb58403-63d5-4a23-bfbf-992e9c87804b,77f43444-3a0d-4ce8-92b8-571194c7b9e6,6a4c91f8-6fd3-459d-9ca3-a624257ae3ac,2025-07-20T05:28:37.336160,trade,item_0399,아이템_0399,2,4005,gold,15,common
db8cea84-1edd-4163-bf9c-1615118270ba,3721170e-fc78-496e-8d65-3b2b84b274fb,3809f05c-2300-4dec-8eb0-5c1cb4fc01e8,2025-07-23T02:01:24.336160,use,item_0149,아이템_0149,4,3428,gold,11,common
fef1116f-adf8-4947-864d-f7037a7713ed,57e36c47-f711-4efa-be77-35cba99fc308,2553316d-fb39-47e6-87ba-675262b368ca,2025-07-16T15:43:44.336160,acquire,item_0190,아이템_0190,4,3407,gold,18,epic
716c155d-94d1-4526-9e00-11ba7f81e732,672454e6-cfbf-4497-9ec4-ac59126a9aa8,1787adb5-ae54-4bc1-8833-bd95fc5bbdfc,2025-07-19T23:59:18.336160,buy,item_0189,아이템_0189,3,2138,gold,10,epic
19c6ff70-d864-4217-995b-241f38ef1081,05b6a359-1caa-4273-9616-6880e9fff412,f6138a93-7914-4717-88e0-603dca66c1ad,2025-07-10T04:56:17.336160,use,item_0454,아이템_0454,2,869,gold,13,rare
28467d3e-e5ea-4dc0-9e7f-dba0ccdacef1,7362ba9d-e93c-453d-a9f7-de39319bd592,8f03122c-90e9-4a8f-be34-3ae9ea234234,2025-07-13T09:00:37.336160,acquire,item_0246,아이템_0246,5,975,gold,8,rare
78746c74-4bb7-4028-9aaa-da4cb479e565,35a54c12-2874-4a43-809e-59cb93c48f3a,e120db77-3651-41cd-89e9-15978e377903,2025-07-13T14:11:04.336160,enhance,item_0198,아이템_0198,5,412,gold,14,epic
3db71308-01a2-49fd-a205-1955c0caadb9,c896f2a9-bfdf-447b-90f4-1c4164fdc9f9,4576229c-719f-44e6-bf80-8201c6a32b50,2025-08-06T01:15:27.336160,buy,weapon_legendary_001,아이템_001,1,9900,gold,9,legendary
a7c4e132-a828-4b23-a434-9587adf01725,5ba0abed-a53c-4df6-93db-71b8494af778,18ed5a7e-c0e8-47cb-b5a7-4667c44c18f2,2025-08-04T23:57:39.336160,buy,item_0006,아이템_0006,5,4483,gold,8,epic
7229db9c-79d0-45dd-8ff4-189da26448b5,4f0ccd21-21b5-4c29-986a-a05705c1a828,9b983ff3-9aba-4ca6-b66c-125f1ea93466,2025-08-01T04:54:43.336160,enhance,item_0416,아이템_0416,4,1653,gold,9,epic
b0810723-5ea4-4c84-9008-60f80146ccad,49d6d9c1-553e-421b-af44-62fe92056d2f,d3d4a434-8db5-4996-a71d-53af442cd0dc,2025-07-12T17:59:51.336160,sell,item_0319,아이템_0319,2,4308,gold,9,rare
85cf875a-dc55-4f40-a737-6e866f2173ec,581dbdf7-12bd-4620-9217-99b89c401120,ce09108b-f717-426a-9b33-292479f01d3f,2025-07-14T17:45:09.336160,trade,item_0232,아이템_0232,2,4157,gold,5,epic
3e74ec2d-d33f-478a-8663-a60ab27ee5fb,c4110e3d-f737-470d-b186-b01f11771a09,b86aa803-029a-4aa3-ac0e-79cf3d10e4ed,2025-07-23T20:43:40.336160,trade,item_0062,아이템_0062,3,1763,gold,6,rare
5aa24570-f9aa-4d10-b524-0d0f1f5a2ead,c295bafd-c686-4ccd-ba2f-1ff28d1132fd,cd33227d-8990-48e7-9dd5-7ad5281a1a93,2025-08-06T00:09:42.336160,trade,item_0414,아이템_0414,5,2693,gold,15,common
3a8d5bf3-e46f-44f7-a2bd-0aac01dc77f2,8772f05f-39f3-47ba-a9a2-24822a252f9b,baa62fc9-f1ce-4019-bdd2-113eeac79e08,2025-07-22T13:10:12.336160,acquire,item_0474,아이템_0474,5,337,gold,5,epic
74f0fa8f-ef4f-462d-a21c-8abea8c285bb,e3bfed6b-2007-4eaa-b4aa-55b943ac12ed,e3f79f85-09fc-4515-82a6-927f382c95ce,2025-07-18T19:15:34.336160,enhance,item_0268,아이템_0268,5,115,gold,9,rare
14c7147e-27ec-4774-92d8-20a58ec15f0a,7bc9b674-78c8-45c5-a82c-9de8b46cb7b0,820aecc9-f7fa-4564-a91d-db3542a06ae6,2025-07-10T09:13:27.336160,buy,item_0430,아이템_0430,2,1587,gold,12,common
21a775d6-2ac9-4e57-8755-f2c9e4a2923a,f98cdaa0-7fd8-4ba2-bf35-fc4b4d7b330b,de4af8c4-df1a-4050-892d-2bbf6c027fae,2025-07-11T18:26:21.336160,trade,item_0009,아이템_0009,3,2160,gold,11,common
a6af6458-1701-4519-9f0f-c1ce945bdf26,7e691b83-9c78-46de-b303-d9d4c5feff1a,39d0c47c-7cbf-41c6-915b-9c998850bb86,2025-07-29T23:58:54.336160,trade,item_0087,아이템_0087,5,2484,gold,16,epic
c47f2619-4293-4457-b7c5-d68deb7e59b3,3803a8a9-6f19-429c-b2d4-f0123208d679,20e5381b-9947-4fb3-ad76-80a595232173,2025-08-05T15:40:20.336160,enhance,item_0128,아이템_0128,5,4925,gold,9,epic
387a5f89-8292-4c73-bbc5-bd2312ce42d9,1ca24e69-7fa0-40d8-a392-4eeaf03ec987,2cc2fb64-657f-4f69-9796-d6026a300e94,2025-08-03T06:55:38.336160,trade,item_0102,아이템_0102,3,1345,gold,12,common
e3afaa52-8a52-4e63-a7bf-71656ee2d036,bda433f3-3bf3-45fe-9118-8c719c3e4b30,1160bf45-166f-4a65-92df-48785e27ba87,2025-07-28T07:28:03.336160,buy,item_0380,아이템_0380,3,293,gold,19,rare
230b2009-26f6-4afd-8618-f6de12ba476d,7753cb94-c849-48ef-bc0d-4a75c450281f,1cf91701-7dda-4054-90fa-38f90c26347d,2025-07-19T02:49:56.336160,trade,item_0091,아이템_0091,1,4533,gold,6,epic
451effb3-9135-4254-9151-c896f5b25bd8,04bebc63-2c98-4023-bfc0-0d78edbeaca8,c7b8bda2-b670-4cf0-9633-bc27ff01bcb7,2025-07-29T12:03:52.336160,enhance,item_0072,아이템_0072,2,3865,gold,14,common
e2facb9e-b5ed-4efd-9858-f85c568793a6,b5075155-f185-4d3e-8bbc-819cd9d1c421,adc2882a-c91c-40c6-a8ad-f6ba02d2caf1,2025-07-18T04:53:42.336160,sell,item_0459,아이템_0459,5,3515,gold,3,rare
d7675e5f-5139-4ee5-98a1-67b6976ed19f,47dad8f3-a24e-4682-a99e-6cb6c7d6d3e2,2818ab5d-d2c3-4893-b28b-e7cf6c629c59,2025-07-10T00:32:22.336160,acquire,item_0289,아이템_0289,3,4611,gold,1,epic
91720846-9fd3-4fc6-99a6-8f8c99669f9a,72a3f048-cfb2-4c87-b44c-e4527e0e4388,8a90bd7c-283a-4de6-977a-c111623e2b8a,2025-07-12T17:38:53.336160,sell,item_0017,아이템_0017,5,2961,gold,9,epic
43dd8bca-af48-498c-9f85-4af922e8b8d5,acb4b7cd-a0de-422e-a9e0-5922c5841b08,bf212f81-5b82-4b6b-807e-0c355a3dbea4,2025-07-17T16:06:46.336160,use,item_0212,아이템_0212,1,3282,gold,10,common
56ec64bb-9ec9-406e-9e6c-8db110c636ac,596daf45-78a8-4fe3-b9f0-53ed6109fc42,9d3ebd7e-8105-4931-9e96-53eb9cc1f03e,2025-08-06T13:11:17.336160,sell,item_0233,아이템_0233,2,4304,gold,17,epic
30344ab5-c97b-4894-96d9-65aa1d2654fe,0f074e5c-036e-4d2f-aa09-7aea59a3667a,20c9aa6b-b5f7-4483-8e81-9ae8acfc1c98,2025-07-26T14:15:19.336160,trade,item_0327,아이템_0327,4,3354,gold,5,rare
d4eea25d-9365-40ae-9e5c-f0f2c161e2f5,c896f2a9-bfdf-447b-90f4-1c4164fdc9f9,4921d0c5-bd82-4a8e-a806-b31768d4bb0f,2025-07-24T07:54:47.336160,buy,item_0448,아이템_0448,4,4682,gold,2,common
0e1effb6-d212-4a66-b5a7-2538be4f7965,a6a620f1-f14c-479a-9021-7600f827eb61,b6117ddd-a524-4ca3-b207-5af8bae2b48c,2025-07-25T14:03:14.336160,enhance,item_0179,아이템_0179,2,2447,gold,8,epic
b096e9a1-9367-4def-b621-02a8fc36068a,8947cc6c-d3a2-4a7c-b6bb-b193a40b6f11,cad7e993-dee0-47b7-89fa-1badce94b4c4,2025-07-31T17:38:42.336160,use,item_0289,아이템_0289,4,3769,gold,4,rare
8fefb075-425d-410a-a8e3-47b9323b5cc2,3ed34098-02e2-4230-b8ce-b9a9b0acfafa,34003dd6-18c4-4f86-bcc2-dc671a2b143c,2025-07-15T08:33:57.336160,enhance,item_0261,아이템_0261,2,1355,gold,7,rare
bbd318c6-2f50-4790-a54c-392821e8121a,8e6a5664-8f04-414a-b717-c0ea17db417f,9b6587d3-b718-4108-8e3d-1bf8711d5c7d,2025-07-16T20:12:02.336160,enhance,item_0143,아이템_0143,3,1433,gold,18,common
8e009799-3e74-48d6-83ff-91c2d911a39b,152bcc18-13fd-48d2-9ddc-f187d25c7d74,66cc1a41-e0e5-4ae6-b399-d99cc9d443d3,2025-07-13T19:20:17.336160,buy,weapon_legendary_001,아이템_001,1,9900,gold,11,legendary
45c5f324-550b-4b27-8f37-11daa2c73ef8,59fba38a-7d89-47b3-885d-9c5c791384c8,08118a8d-15b4-4264-a16e-48c72a67d6c4,2025-07-24T07:35:17.336160,trade,item_0143,아이템_0143,2,2863,gold,20,common
4b5d1475-c6c3-4ee9-aafe-f280b88e94f5,97bb554f-646a-4f8a-bac5-dd43e7c371a5,c22687f5-5f35-484e-902e-780a89c56712,2025-07-11T03:36:51.336160,buy,item_0252,아이템_0252,5,3050,gold,11,common
0d491976-4e4e-4e1e-b07a-d918171d066c,acb03cb8-16d5-4952-81a0-e1f5578c6224,e00a7797-0847-4cc0-8c33-619a7ddb12c3,2025-08-02T17:32:28.336160,sell,item_0104,아이템_0104,1,226,gold,14,common
de87f592-1ec8-48f5-989f-eef037a26945,d1485833-de5f-411f-9c66-4e7c46de8d6b,af71223a-3da5-4fca-af66-c1fb90dc9186,2025-07-25T11:02:08.336160,buy,item_0451,아이템_0451,4,3029,gold,18,epic
d1d8b08c-173f-4722-b55c-5907d7f51f46,9e9e6955-bc3f-42d3-a846-f7ef903e35d9,77c89545-698a-486a-a18d-815e0f46a2b1,2025-07-27T23:33:08.336160,enhance,item_0189,아이템_0189,1,974,gold,14,common
f18b27da-b330-4556-9f45-0d695b7be867,f14f1baa-88c4-46a1-8128-786ce365db6f,d8046693-67b5-4135-a870-cd5e13289985,2025-07-20T14:08:03.336160,buy,item_0171,아이템_0171,4,2454,gold,12,epic
f19e4d48-ad48-47f4-b2a6-f4a60e578fe6,06604fdf-73ad-4c92-965c-c4d76901648c,93a4270c-ed7c-44a6-a5f9-840ee3b2d0d1,2025-07-23T17:31:52.336160,acquire,item_0396,아이템_0396,2,2346,gold,5,rare
8e0ade63-5a24-4dd9-93b5-3823d9ee465f,f3c2aa7d-da9f-4bca-8897-90b268472524,0a3a8c8f-c342-491f-8335-38985a82c4d0,2025-07-10T11:49:10.336160,use,item_0408,아이템_0408,1,3594,gold,5,common
6b52f9e2-95bf-46ea-a25a-e30dfc5a33a8,be144a04-2f5c-4cb6-8891-bffd07a4dd96,8011f729-a660-4b5f-9236-ecb03e62e8a9,2025-07-31T05:21:37.336160,use,item_0072,아이템_0072,2,3550,gold,7,epic
573b3ae8-ea2e-497a-910e-434e26aca17f,efafe92b-42b7-4ba6-ac0b-32b9972d7c6d,fc61b574-9add-41e5-8a78-9e7d74d40624,2025-07-24T11:15:46.336160,sell,item_0248,아이템_0248,3,1912,gold,9,rare
98579418-e150-4284-84a0-caa3370cd2e0,8c088f21-543e-4b13-9cf5-fe229c06291a,4bb2671f-7957-4717-9ea1-4c3b28104342,2025-07-12T06:39:27.336160,acquire,item_0122,아이템_0122,1,4940,gold,4,rare
8039b65e-4c36-4b3b-80f0-e888932f0ec4,d79bcf5b-7be2-43e1-ad45-5c239e8a541c,82239ea2-3086-407e-9e3e-4d82f3f00ecb,2025-07-21T13:52:22.336160,trade,item_0193,아이템_0193,4,3146,gold,14,rare
7a3f9edc-90d8-495d-b793-d9131308dbb6,5e3c9685-39b4-4f98-ac34-5b3c62afd6ac,8c8b495f-ea8f-4c38-b99e-8f5718b72df8,2025-07-12T17:40:34.336160,trade,item_0418,아이템_0418,1,827,gold,5,rare
bb821080-51e5-4bad-81ab-d04dbf2fcaa1,96ac2485-530a-4152-8fe0-7ff7e72d0316,5b5cb2d1-f8af-4670-8213-cd0228bfd4e8,2025-07-19T00:36:50.336160,use,item_0119,아이템_0119,3,3001,gold,5,epic
6ae49160-75ce-4f33-9fea-c41d06bc1d0c,0d88cf11-b5fc-436b-8021-4298b25856f4,63d4d46b-901c-4f5a-a05f-f0c6352f391f,2025-07-19T11:45:23.336160,trade,item_0174,아이템_0174,3,2367,gold,12,common
0449ff35-a225-4110-b1c8-014e8b789fc1,b609e8b0-ac4a-4ea3-9562-4cd8fc7dda72,cf6a9eb3-0a47-45ad-a83c-f76eba7d44d5,2025-08-04T13:49:17.336160,buy,weapon_legendary_001,아이템_001,5,9900,gold,10,legendary
f54706c7-073c-431a-8f81-bb21bc07c200,96e80aea-36db-4e46-8ca4-b782e8b8fbb4,dd88a50f-c06f-4ed7-bf0b-7cadcb61c29f,2025-08-06T01:56:59.336160,buy,item_0296,아이템_0296,3,1125,gold,3,epic
7a0f6f69-687d-4ede-b389-e8d021fc8387,e3bfed6b-2007-4eaa-b4aa-55b943ac12ed,927ae5ed-3fb3-4927-9476-0319af0046af,2025-07-14T20:04:21.336160,use,item_0060,아이템_0060,2,709,gold,2,epic
ef0eff7f-c20e-445d-9993-d224ae59c5ed,72dff236-98a6-4ed3-886e-23d2fef6c4f2,dad348c9-f040-4d5a-b060-61328df4ddfd,2025-07-22T12:22:39.336160,use,item_0214,아이템_0214,2,1357,gold,1,epic
4689c665-c9bc-4e23-9037-03f2d8888941,63223390-edd1-4127-92c2-8109dde1b45c,a5c3734e-c943-4b7b-af4e-1b044e2cb91f,2025-08-02T06:17:07.336160,trade,item_0297,아이템_0297,1,2526,gold,18,epic
551ae0c3-c35e-4e31-a0f3-631a38a39337,ace09e35-c5d2-4995-8c06-f4f335ee9024,1439acce-be95-4135-80e7-a4d7cff01eb2,2025-08-02T03:48:45.336160,enhance,item_0236,아이템_0236,1,4117,gold,20,rare
409b2c50-c81c-4b74-8c77-a0342ee71518,72a3f048-cfb2-4c87-b44c-e4527e0e4388,5561a19b-9196-4caa-8f26-7598f112e5c5,2025-08-04T03:05:35.336160,buy,item_0062,아이템_0062,1,4242,gold,18,epic
a55845e7-7f8c-4db5-92f4-5445fd7b1b37,f2e6d141-6014-420b-8f7d-996106822100,66787e25-abab-4143-bf2f-322d1a946a3f,2025-08-01T11:38:30.336160,buy,item_0390,아이템_0390,5,3279,gold,20,rare
4ae7e125-99f3-46c6-8cba-4a4566c6330d,cc2b1a9e-2316-415d-8b2f-492486b75617,068c4c02-5ae9-49d2-9fcc-b260225812ba,2025-07-15T23:08:37.336160,buy,item_0441,아이템_0441,5,2606,gold,19,rare
57886ee7-c81b-4752-90d0-dcc87a07ac5e,538685d5-58d4-4436-bfb9-b8c4fdebe8ad,1cea574e-1eb8-4320-9f55-3033c237093d,2025-07-15T06:19:53.336160,enhance,item_0097,아이템_0097,4,4524,gold,12,common
