log_id,user_id,transaction_id,product_id,amount,currency,payment_method,status,country,promotion_code,timestamp
8c486194-28fa-4720-af7a-16f6c7e59016,2a958177-ab72-4df6-a8c8-d5d94c1bfd21,81d1eb59-cccc-4f00-97c2-7aa637791b3e,weapon_pack,34.51,EUR,bank_transfer,refunded,KP,,2025-07-18T03:14:45.366824
f6079396-7c22-46bd-88b1-86d6567a201a,31c2bff6-8301-4745-9974-74d2f96d9a24,7986feff-17de-411e-99ff-792a9fb258ce,weapon_pack,49.48,JPY,bank_transfer,failed,HR,change,2025-07-14T03:00:04.549556
1c3ed9bb-cfe7-4a7a-b707-869f235dd230,070ac221-ebae-4e8f-ba22-5907c2b71b6a,9ca61d9d-b98b-4e5d-beab-86d935df4761,gem_pack_small,48.43,EUR,bank_transfer,refunded,DM,,2025-07-16T15:31:25.468584
720b7097-8f7e-4afd-a4d1-7abccbfec4bd,173bb9c6-5207-4a60-87f4-92467d087f33,cb7eb102-3728-40ed-b220-f98943b6d45a,exp_booster,15.9,USD,google_pay,refunded,NZ,,2025-07-22T17:41:52.221766
216c03ef-e845-4311-9c7f-e107a18de60d,651d5fe9-9e17-4dde-8d32-8dd64d5d3608,88cfa6ff-9cde-4aca-b05f-99e417e85463,gem_pack_medium,79.66,EUR,google_pay,refunded,BN,,2025-07-16T15:03:59.063335
0fba8b29-5b5a-43a9-9715-07a7a2c147a1,15b1fe32-60cf-4d02-813d-2f86079787df,fa7ffced-78f7-4d91-8712-cfe1571b3192,character_skin,52.19,JPY,credit_card,pending,CZ,,2025-07-22T19:05:49.493472
7eabdfa7-2905-4e18-aa22-18dc70ef2d30,eb9cf95b-c982-4fbf-a69d-1f7bed01f9b8,d8ce9fac-fb82-40ad-87f8-f79344c6c2b2,character_skin,82.43,USD,paypal,completed,LB,,2025-07-11T23:50:32.583460
be8f469a-e945-4f27-ad8c-50b6f1db775e,ce975a9e-8cb1-4e56-9a96-f6269208e0ad,3c4f63c5-53f4-41aa-a836-674e78399f29,exp_booster,53.46,KRW,bank_transfer,completed,SY,,2025-07-13T12:41:03.104629
73a051c5-5b30-42a0-bc44-7697c0a9f7b8,1736357f-29f9-4034-9c96-836b207256fc,168b9bf4-a248-4cf1-b5d4-59c2e764094f,gem_pack_large,49.92,JPY,bank_transfer,pending,MU,matter,2025-07-28T01:12:01.786219
91f5da4e-2c4f-495c-8925-23241fe67c79,6d30525c-0c77-4931-9947-387a5d6394dd,a0478728-4021-49a2-b84c-6d8ce851feeb,gem_pack_medium,47.86,JPY,google_pay,pending,ES,voluptates,2025-07-09T02:49:54.584242
ecc3c9b2-d843-41eb-8d1c-9e39e8cb688b,3d75c19c-50ad-4694-9f59-9762240d9c81,c4e3ab6a-de68-44e6-8beb-0af015376f0f,exp_booster,69.87,USD,bank_transfer,completed,SI,hic,2025-07-13T10:47:45.323326
d8e9c7f6-b580-48db-ac81-b3c56efe04cd,cce1387b-45eb-4f53-ae2e-7820d9ecb14e,1994032f-c88d-4a68-8c5c-fee8ca78c018,gold_pack,45.91,JPY,bank_transfer,pending,ZA,,2025-08-02T13:39:19.981066
eb753ede-2422-42cf-bf57-4ffdc6ca44dc,bd08612b-b956-4e02-80e6-09ba3739401b,4b4cc91f-0e4e-4841-b799-100f485b96fe,gem_pack_large,43.17,USD,paypal,refunded,PL,,2025-07-09T02:36:52.661640
9a61b8c6-40d6-4001-8ce7-ae0e6270eb41,c9d34b7f-2ce6-49a4-8dc7-007862757c7f,f2caf025-feb0-49be-b6e4-e92d34c265cd,gem_pack_medium,69.73,KRW,apple_pay,pending,BS,,2025-07-18T22:10:41.868596
8a5d0189-8adc-4ff7-92f8-b1fbb6d094bd,a1807c9c-b4e4-4786-9103-00927c5d78a7,e9a716f7-e270-4c45-b470-fcf83e09c765,gold_pack,78.16,KRW,google_pay,refunded,DO,send,2025-07-19T05:06:35.577465
68e85bc9-19e1-43a0-af06-71ae39ad5a73,84cb46f4-c7a4-4ff8-a838-39d5680736e9,4d5c610a-50ca-4546-84f9-178725dc85bf,gem_pack_medium,88.52,JPY,paypal,refunded,MC,,2025-07-29T16:59:05.417239
d3f84188-532a-4a79-82f4-08c2eabfc7b8,e317ad75-9477-4932-9f1f-18a3d92e2ebc,27a52456-a910-47e5-8917-272ae1841716,gem_pack_large,97.27,EUR,credit_card,failed,KE,her,2025-07-29T11:34:56.969060
f73d4523-605d-47fc-aac5-a23ba9e868ce,ab69409d-367a-4d86-a4a2-82a112d56ebd,cc8a08f7-e48f-4666-8c9f-3a59c729f94b,character_skin,85.93,JPY,credit_card,pending,PK,,2025-07-28T10:37:14.792012
a2dcee6e-ef88-4eff-aebc-295deebe1ed7,9408a68c-dc19-4d38-907e-340ef2980536,7583ea6c-02b8-46e9-9a4e-e0c9c80cb09c,premium_pass,67.06,JPY,credit_card,failed,KE,,2025-07-25T05:03:49.254857
3f04ab97-3b28-42aa-8682-84f452b3a732,128d33fa-d94b-44b7-84d4-c3ccd3c2b6ff,44f8672b-0241-47f9-a8dd-246838496f76,gem_pack_medium,92.84,JPY,google_pay,completed,TZ,,2025-07-25T15:43:56.242033
35bd14ec-0230-48f6-8004-8584ee2a7e67,6b4f5567-62bb-4150-99d3-2d79063dabfd,2bf35d25-a4ea-4112-9e0d-6ce75bf235e0,gem_pack_medium,90.02,KRW,paypal,pending,YE,,2025-07-23T00:45:05.049632
812c158e-9736-4052-b8de-adef4bf7c8f6,558f0fe0-de70-4ba8-b84b-0eb82acdd4e5,dd505c82-5db1-41d0-bd79-2dd514ab1820,weapon_pack,17.87,JPY,paypal,failed,AM,,2025-08-03T14:41:09.257653
edc95965-b684-4867-b57d-fb0d42feca66,f5b35eb2-6578-4e3b-bb24-5b767c67914b,afd7a5cd-8197-4af3-a850-ae180cefc12a,premium_pass,77.93,KRW,bank_transfer,pending,FM,temporibus,2025-07-23T19:41:45.385445
9aa48a58-921c-4731-ae25-2787e12f34bf,ba739dd1-5522-4cd1-8e35-ec5161d2d83d,54399965-76a8-4041-82d3-b214c38046c5,gem_pack_large,46.93,JPY,google_pay,pending,CG,,2025-07-12T02:54:31.716116
bb6912bb-0565-430a-ba99-131ff4ed182a,88b7646f-e51b-4f24-8c0b-c92dbd67c2e9,8d8c43bc-27c0-401b-bbc3-0cfaca6688e9,gold_pack,14.86,EUR,apple_pay,pending,KH,push,2025-07-19T05:54:24.717560
eecbf222-2d79-4f21-84f0-c8ad3d006f3d,8a4c64b6-01a7-4a53-93e8-7e164482690f,28925b40-cea0-4d65-8752-abb4efc0e891,character_skin,13.95,JPY,apple_pay,failed,DE,,2025-07-22T06:49:27.619896
5fa18073-035d-4702-8dc9-cd31086d2fcf,0299dab5-b11a-4bd3-95d0-c92f758ed4ea,e5159a73-c455-4d08-84c8-704754e72dc3,gem_pack_small,7.77,EUR,paypal,refunded,PE,,2025-07-10T10:49:45.128420
e2edde57-eebd-4a00-83ee-533477272d36,c5b8b247-f829-4e94-91f2-01227d4fedbf,c88f50a0-ef2b-4e15-8041-f5367776efb5,gem_pack_large,38.25,USD,apple_pay,refunded,GD,,2025-07-24T16:04:27.361480
9073a28c-7058-4e57-8464-58399a3cb1c9,c5b8b247-f829-4e94-91f2-01227d4fedbf,b3ab8feb-2eb5-4dac-9a2b-a4e63f95a8df,gem_pack_medium,4.79,USD,credit_card,completed,RS,,2025-08-02T12:52:39.059793
7f0fb7ef-d5ff-4744-8d65-e52beb1b5603,4d6e2d65-6adc-4c2a-8da8-211b246ed611,315304cc-bc1a-4add-9217-e5ff959da13a,character_skin,98.12,USD,apple_pay,completed,TL,,2025-07-23T07:28:27.961629
fc6ec6f7-45c1-4e77-ac18-749d35b7885b,a1df8bd1-94a1-4fce-97c1-505d70edef45,0604053f-0e39-4c99-ad60-9773fe09537c,gem_pack_large,92.28,EUR,credit_card,refunded,ID,,2025-07-17T00:02:37.735611
4e5581bd-968d-4a07-bb7d-4c0d0c8a1c2d,65e8fc96-882f-4e50-b58f-b25ea641e74f,a4a10e97-4fdc-47e1-8b1c-95921af5912c,premium_pass,55.92,JPY,apple_pay,completed,GT,,2025-07-13T15:50:06.166324
cb870184-0896-4793-9500-e1b97b8a00ae,363316ce-290f-427c-b9ce-5d3e4ff872d7,45277fd4-2774-4006-bb6d-94f1f057fb48,premium_pass,84.78,USD,apple_pay,failed,IT,delectus,2025-07-06T01:40:59.692043
03401917-894d-4619-b523-a926cd2cf272,931edce0-e045-4d73-8b7e-bee9ce5d4dfc,2f7ae900-cec5-403c-a7d0-20f6d9c7e8b8,exp_booster,34.44,JPY,bank_transfer,completed,MH,strong,2025-07-25T02:58:56.529319
69242b87-5808-457b-8f48-b420f3715f05,a4ab3262-339e-401f-ba08-07d6d151abc0,c92805fd-ad2f-4669-a932-f3d04b5ca398,gem_pack_medium,14.04,USD,credit_card,completed,MM,,2025-08-01T01:25:00.342796
fabf22d4-cc3b-4cc4-84fa-047e76c3afe2,9ee21654-e35b-440f-bcb2-0add7c4a76eb,8d5e73c7-a45a-4b47-9dd2-04ff704ff5a3,exp_booster,86.58,EUR,credit_card,pending,SI,,2025-07-16T09:24:03.611803
cd59f7bd-c818-4003-96b0-733cde213d1c,37a7965d-949e-47d7-aea0-e5b437870676,0639a4bb-5967-4e6c-a560-a3794a83c5d9,premium_pass,32.03,KRW,google_pay,completed,UZ,former,2025-08-01T05:06:22.338216
37de669c-22c2-41db-93a6-931e80619962,f9c4c377-d2ef-4507-8e98-03dab5e7be21,82c87a45-4871-4c1a-a02d-be9d5a5ee49f,premium_pass,3.14,JPY,credit_card,completed,NE,qui,2025-08-01T23:13:33.437371
83789846-0f09-4055-992f-edf4b7c5e396,084dfbb1-9828-460f-b1d5-2fdc18cfb8e4,e646a089-2515-44a2-9e13-a682699fa912,weapon_pack,40.14,EUR,bank_transfer,refunded,AZ,,2025-07-15T11:18:43.331998
8037931c-754a-4b82-8d25-15a8c5ef168e,0adbca43-9c82-4c9b-8346-583f55659d6e,c973f217-531f-431b-9c6d-eeb5c6fc9136,gold_pack,11.14,USD,apple_pay,pending,NG,,2025-07-25T13:34:54.743615
125e7485-03b5-4138-b457-538353b89e70,b0047749-3ec6-48f2-8045-6e69c0cabe21,3b48418f-e7d8-4610-9066-f54a9a0d76af,weapon_pack,18.64,JPY,bank_transfer,completed,HR,,2025-07-30T04:27:58.215707
08a2f8d5-42a1-4c4f-8edd-dbcc2aa3b868,99728655-da38-4934-ab11-005af52c24d2,f6aafbf5-5036-4a66-9773-e7af2adfb5fe,weapon_pack,69.26,JPY,credit_card,refunded,WS,occaecati,2025-07-16T05:54:59.893662
b2c012d3-6771-45a0-af42-435d79b17bad,a4ab3262-339e-401f-ba08-07d6d151abc0,b336a874-6f82-4fc0-8201-8e90f19d9d75,gem_pack_medium,17.41,USD,google_pay,completed,SC,,2025-07-15T21:29:02.829161
27642cd0-f335-4568-8aaf-7bd64782eb3a,e95fdad2-32f3-4712-b470-e02a002f2cf5,5178196d-d4dd-4794-a5cd-f4c02a59517d,gold_pack,88.02,EUR,credit_card,completed,HU,,2025-07-10T05:01:58.667960
778e94fb-d745-421e-9230-e3e9bda99bff,1736357f-29f9-4034-9c96-836b207256fc,5af5ef8e-7196-4391-a713-c0b5592fc19e,premium_pass,59.35,JPY,credit_card,pending,LT,,2025-07-24T13:18:28.316497
e48b467f-9308-483d-82be-d6987e161953,d762be09-ba9c-44a0-965a-45fcd1b6b6ae,2bf347d5-2a91-4d0a-9f57-f058cc927360,character_skin,45.81,EUR,credit_card,completed,EC,,2025-08-01T18:19:58.232685
e4c6c31d-4d38-43f0-a127-23651d9f1368,69bc0000-c896-4ff0-b93a-4468e95ab204,3cbc8a28-eeee-4851-a1ff-e6f2be5094e9,character_skin,94.93,JPY,paypal,completed,DO,,2025-07-07T15:37:46.324917
a8ebd199-fe70-44f9-bf20-3cde8042fb45,8db81018-e292-4551-867f-e975731928bf,89644b4e-7f51-4f8f-9a0e-f75eb641437d,gem_pack_large,52.26,EUR,credit_card,failed,ES,,2025-07-11T16:51:48.640110
59b5baba-d349-497d-9148-b6904467a7db,6e372048-f42b-429c-902f-71b26532348b,9862ba6a-664d-415a-813e-e3f8b089d835,gem_pack_small,24.89,USD,paypal,pending,AG,it,2025-07-21T23:30:42.268795
fb6df389-7756-428b-a6dc-3ac51b8bb80e,ca92a710-6ac4-4882-8ea6-1c125629e7fc,1fc6f36c-2c07-4630-b5b2-7e67dfb8d8a4,premium_pass,6.31,KRW,paypal,failed,SL,,2025-08-01T09:28:05.312737
acfaf971-0c8b-4948-adc3-84f00ea57883,94d595e2-d918-4572-ab78-2e93c4082af3,9cdb09e7-99fb-44d5-919c-e2199996e498,gold_pack,85.77,USD,google_pay,completed,US,,2025-07-15T08:50:39.062872
286f37f0-bdcb-44d0-94e1-aeb5c4ff040a,3d24d31a-4d06-44dc-983c-2b833f5ac27b,f3b0c184-d848-4e34-9bc8-21a9d8481ecc,gem_pack_medium,96.07,JPY,bank_transfer,completed,CY,,2025-07-24T20:46:19.937870
86b3e7c6-bde8-4a3b-9c07-7b9f745a34bf,a1b5fb1c-c742-46ad-ae52-468c5eb7f3d5,e96b4885-2d18-434b-8e93-4332b0cc6b3d,character_skin,33.35,JPY,bank_transfer,completed,BD,nulla,2025-07-26T13:17:20.816446
d7b3a325-bd92-420c-a4c3-f50a67570db1,947b8738-7a4f-475e-a731-1f63d77d3046,31810bd6-4571-4ae1-b565-37e38f1dbbd6,premium_pass,69.91,JPY,credit_card,completed,MK,,2025-07-22T12:25:20.339784
4a7d8e20-2282-4ffe-a8e1-56481686575c,91d60e66-f506-4460-a7fe-79258fd1d4ae,b43baab5-1f77-40a7-8cbb-ecdb8b8485b2,character_skin,99.09,EUR,credit_card,refunded,CR,,2025-07-15T18:20:07.173145
0945de82-22cc-484e-b92e-70a0be87d53d,ea4cde5a-a58f-4c1d-8f14-7b85a5a374e6,0d202608-42f2-44aa-9000-7d2255622340,premium_pass,23.65,JPY,credit_card,refunded,CG,,2025-07-27T18:27:53.773128
f23e49a8-f179-48f0-9788-36f4550f784e,df1a19e0-5899-4e5f-bfaa-a132d54ea55a,8c945c03-2175-4d99-a2ae-e23de8ca8b95,exp_booster,34.33,KRW,google_pay,completed,GW,land,2025-07-11T09:26:23.438934
502463b8-9e39-4bbf-baaf-9cbfb6daf99a,e1000a6e-e633-4d03-8c7d-3a448aa16996,4ece1f17-fe4b-420f-997f-17ade9e2aff9,gem_pack_small,85.23,USD,apple_pay,pending,NE,,2025-07-06T10:21:47.698134
f9eca152-dd90-41e8-be98-200d74bdc3e0,f30138ff-1e31-4f7b-8a09-cc8230bc4183,ae04be2d-1716-4a4a-8f8d-5dc7f2913c4a,gem_pack_large,42.97,KRW,bank_transfer,failed,AR,similique,2025-07-10T08:34:13.319547
a7125912-b1a0-4a8f-8aee-039512fc1ced,262a5003-6ac5-480e-af24-3703d5cd7cc4,8df679e4-c6d1-4013-a2d5-3b7221a1094d,gold_pack,8.85,EUR,google_pay,refunded,FR,employee,2025-07-13T19:36:10.856215
9526424d-be92-400d-aee9-0099932c9723,df11965c-1c97-4dfa-8807-5f2150e05c4e,d680dcff-fcb5-4bd5-b50c-df6f82199271,character_skin,25.55,EUR,paypal,pending,CY,,2025-07-19T01:35:22.064377
c8247b32-33a6-4b14-9991-17ff9dc552f0,2aad8c06-466d-4ea3-a280-426bcc486984,7dad1689-f14b-4e7b-a261-f6e6f44ef4d1,gold_pack,72.75,KRW,credit_card,completed,ML,,2025-07-27T22:35:31.935355
396c541c-b799-4671-9d23-7f1a0fc5852b,7021873f-d426-45b3-9ad5-6e27ff4f35b4,f2ba8cec-84ce-4d56-a32d-04003b7e3cf3,character_skin,55.46,USD,credit_card,refunded,NE,,2025-07-25T06:49:40.449486
96530e75-e0a0-4329-9118-0393ee8958d2,8c8c2343-c091-48cd-b3f1-69dc89b9079e,8b178153-8124-4799-ac9b-4b6f3bd1d743,character_skin,24.01,JPY,credit_card,refunded,MX,tempore,2025-07-25T10:18:30.428919
be5a503c-66ba-4b06-908f-3ed803534d82,ea64d7ac-6352-45cf-8118-da2366fa258f,5a3c7c6c-88e1-4dd4-8d3c-d8bd9e461376,premium_pass,4.61,KRW,credit_card,pending,LK,,2025-08-03T19:04:39.029115
168824aa-a64c-406c-8a13-80e5c27dd897,ebcf72e8-e36e-43e8-a38b-de1d0e0c6ce3,c124cd75-7518-4a7f-974c-bfe5118e7881,gem_pack_small,54.02,USD,credit_card,completed,TT,,2025-07-22T21:34:07.188775
14035d35-bf1b-4faa-895d-2fbf22bfb612,3899aefe-f34b-458c-9fc5-48a057b1742e,871214ab-0f3c-42a7-a645-d8645ad9c93c,gem_pack_large,51.04,JPY,paypal,failed,JM,,2025-08-03T08:30:30.008566
04e53b27-4cad-4cbe-b798-1ca4636f1b47,87d37340-b78c-40e9-8ab0-985f95d2587a,cd48fcc5-5674-408a-bb3a-3cbc0ddfa704,gem_pack_medium,4.46,JPY,google_pay,failed,IE,,2025-08-02T08:41:02.165585
5f905422-eea0-40f3-8251-7e20931e95eb,e1000a6e-e633-4d03-8c7d-3a448aa16996,f9333a1a-2d9d-4dba-915a-0cf1a2ea22df,gem_pack_small,6.14,KRW,apple_pay,completed,CG,,2025-07-11T12:05:43.931769
e88bca3f-d8c5-4b5b-81e7-2a41d687035d,db3040b1-5195-495d-b8b4-3e297bff4e6d,3f75f5f4-9ec0-48e6-8d98-8823cc7fe3c9,exp_booster,34.41,KRW,apple_pay,pending,TZ,atque,2025-07-26T03:18:32.136308
6936b2d2-36d9-43e8-8d27-7bc3e9b5e00e,b4b6ef8e-2d47-466c-a781-fa206902d7c0,2aaf2ab5-7e00-4311-86cf-1996a6672895,gem_pack_large,15.05,KRW,credit_card,completed,ML,,2025-07-14T07:36:10.062867
1d3f168f-a5bd-4fc7-8629-ab61dd5b876b,1e884b6e-214c-4b40-882f-c31c9709288b,ee35098c-9200-4411-94bb-f5a0ceb14fea,character_skin,61.12,EUR,credit_card,refunded,AO,,2025-07-08T04:12:19.957552
9cd949fa-ba33-4d97-a809-8b93990aa249,00b3ec8c-eacc-40ad-90ad-600e22bc1fbe,721a9689-fa51-4dd8-a840-1195cc4e9a69,gem_pack_small,19.26,EUR,bank_transfer,refunded,AM,,2025-07-05T10:43:17.298972
d9a8c5c7-bc81-4ab0-80e8-d319ca795b7a,38a04f7c-89df-4fe7-8f09-fc9c44ed2f67,6e88493a-855c-4c39-8122-5a70d58f76e6,gem_pack_medium,98.17,EUR,google_pay,failed,PS,between,2025-07-10T07:02:57.828637
18cfbb0e-cacb-4be9-a2d6-c82f7067d459,89964c82-e144-484e-8ae9-f3a60e96f213,b4c7bdb7-bc00-436d-9cf0-4f8e8d1db557,gold_pack,95.4,EUR,credit_card,refunded,VN,,2025-07-05T17:12:15.806691
cf17b821-b4fa-485b-9d48-6758a28f58c1,334e4258-c778-42c4-8947-d6336e49f4c8,73dc4742-6f61-448f-842b-f4dc3a95d227,gem_pack_small,10.31,KRW,google_pay,pending,TW,scene,2025-07-18T15:00:49.281830
3841f9ce-58cc-4f1b-a2dd-cce90a5801b0,070a3077-83f2-4779-8b2a-a0df99764a71,bd47a907-af48-46ef-bf02-b2048a87235d,premium_pass,88.61,JPY,credit_card,completed,CH,,2025-07-09T11:57:26.235390
1579299c-a470-4bc3-96b2-272dc22bf576,9d30d1c2-4d17-4fab-a472-4c040b6e4e04,6df616eb-657d-471b-9099-1dc1a677c2c6,gold_pack,36.6,EUR,apple_pay,pending,TL,,2025-08-03T08:26:59.359125
f0919b7b-72c4-42c0-95d0-06e6a900038d,1b12f835-3754-4231-a268-bea9a1e7a218,5e035c5e-2fd2-4b28-815a-84b08c415821,premium_pass,67.62,JPY,credit_card,completed,FI,odio,2025-07-19T11:17:15.368742
3e0139ca-f265-406c-bcc0-6f5d59312790,b05658a6-e768-4ae7-a4d4-831cae1b1585,35f9379d-4bc1-40e5-a550-84fc10462e23,gem_pack_large,7.33,JPY,google_pay,pending,MA,,2025-07-30T20:33:18.802557
b946d441-d294-4d96-8ba9-9d97831a1be5,9d30d1c2-4d17-4fab-a472-4c040b6e4e04,78aabb12-0bf5-4d5a-8a94-5073610f5759,gem_pack_small,15.58,USD,bank_transfer,pending,RU,,2025-07-31T16:36:00.136061
e8b7844f-b89b-4aa7-b60d-43e73dc2dc3d,bf6172b5-e1a5-41b7-9911-f8f0e1b50bf4,22675784-1068-492e-8f8b-f29d3e0579ee,gold_pack,71.45,EUR,paypal,completed,LU,,2025-07-31T22:32:39.398064
4b9f247a-121f-43b3-a23a-c01fdb595da7,1aa4548d-1306-408f-b1ca-19f31cf9df17,6afce2c1-8abb-448d-bf15-f0c2a942bd05,gold_pack,37.07,EUR,paypal,completed,JO,,2025-07-12T19:13:11.398981
1bee31d7-4f9f-4aeb-a702-150473164887,e004e3a0-28b1-468f-a07e-7c80d84d7140,718cac21-61d4-4404-8a54-70a37aee3348,premium_pass,90.13,USD,apple_pay,failed,LV,corrupti,2025-07-07T21:14:04.139670
9e011610-1a03-406b-b4bf-abb26d6375b5,f9c4c377-d2ef-4507-8e98-03dab5e7be21,b5fc39dc-93a1-4fa5-8084-b7bd8899bec9,exp_booster,20.42,EUR,paypal,refunded,UY,,2025-07-05T00:25:09.820465
349f1d20-cee6-4888-9447-a3ae77e23b13,9e35cff9-a74d-4545-bc7a-07b3a89b6578,23a7598d-5333-489a-b88b-c3164745c03f,weapon_pack,54.55,USD,bank_transfer,pending,UY,voluptates,2025-07-27T10:47:05.160624
63eece14-ab43-4788-97f1-b62e07053b3f,96994f56-a58f-4c9e-abfa-6f3e82bd52f8,64396a43-daea-4890-8cf2-8876ea8efbc5,gem_pack_large,12.38,KRW,google_pay,completed,MN,,2025-07-09T05:55:24.986297
480a2af5-4b50-486d-a9d2-c6667e34f63b,dd52312a-5596-402d-84c1-d6ee9f328dbe,d5b0fccb-6ec3-4dac-b5df-bad785b767b6,gem_pack_large,25.82,EUR,google_pay,refunded,AZ,,2025-07-29T07:34:57.373585
982574d8-dfb5-4bcd-b5ca-204b5846eb01,345b2efd-7c66-48de-a535-0987e5b0ff65,cafd2c5a-abe4-4ef5-8d62-15ed56db9b59,exp_booster,4.97,KRW,paypal,refunded,VA,porro,2025-07-13T11:49:13.817416
60c1a90c-fca0-4176-ae12-09ba25b41848,1bc608dc-20c7-46ef-bc17-c249957d368c,4d490466-5d59-4819-960d-f95afb9bc6d7,gem_pack_large,63.48,JPY,apple_pay,refunded,ET,,2025-07-08T06:43:48.918265
e4db38f3-0a14-4950-97be-e9ca559335d3,14f44fb8-5807-4b1b-87c5-b4b1a8483a43,c4a977ce-5cf3-45ed-b8c8-773b5e77589e,gem_pack_large,20.27,USD,google_pay,failed,PT,non,2025-07-17T10:20:30.670504
2ee775b9-173d-473d-b0e3-054733c6abeb,6b89678b-7928-4127-983f-39ef54566d8f,0e1e4952-553f-4f89-a04e-1af8c81da1c9,premium_pass,66.34,USD,apple_pay,failed,IQ,facere,2025-07-20T07:05:34.035254
c25f2bdb-f96f-4040-bef8-80dbe6bbcaf2,9f736c4e-6fb0-4ddf-9e49-f79098b77aeb,d15daf3d-dd66-47d8-aebc-ed1c488befbc,weapon_pack,22.46,EUR,google_pay,refunded,SL,,2025-07-16T23:48:12.505251
6bc2e5bc-83d7-4c8e-8f07-14723ae79ad4,b24bf52e-d39a-4c68-a2ae-cd0d9b7d4c52,ef996b75-902f-4769-a366-e2edf7cc4351,exp_booster,70.63,EUR,apple_pay,failed,PY,eos,2025-07-22T18:35:24.998575
b292a6cf-56f2-4fbe-9904-12e577ad74d3,97f03551-2832-4ecb-86cf-b0be161a749a,0f8a5fee-b6b1-499d-b9ec-cce37eba2d0a,gem_pack_large,48.61,USD,bank_transfer,refunded,KN,,2025-07-21T08:43:14.040591
df1ea77e-6719-4202-b666-b03f0c1be3d8,08694870-26a3-4879-87df-8c326acd862d,884e4412-ec56-400a-b306-b5b0d33ba6d5,gem_pack_medium,77.97,KRW,paypal,refunded,CA,perspiciatis,2025-07-13T21:09:45.352735
b054ad15-d12a-4b91-8bc4-eb321918c4d0,bf2d2366-01c1-4ca1-8582-c669c1c8a80f,4950fc8d-1f40-4c94-8447-1c8a42069f8f,gold_pack,31.38,JPY,apple_pay,pending,GE,,2025-07-15T20:36:05.618805
0277dbb3-f515-41d1-80fe-221ce68f9d1c,a1b5fb1c-c742-46ad-ae52-468c5eb7f3d5,b2208274-db2d-4c71-bd3a-e27a1ba9ea15,weapon_pack,95.55,USD,google_pay,failed,HR,,2025-08-02T11:51:23.436718
ff0bfdaf-03aa-463a-805f-4fa047d1b558,20532776-d13d-4e76-b18c-c504e0931b99,310270cc-bdcf-411e-8819-f7648fb2a801,gem_pack_medium,24.8,JPY,paypal,failed,CF,agent,2025-07-30T03:05:50.657926
33e42022-0922-4cdd-aa9a-351a0db0fd35,706eb85a-808e-4960-a1be-1bb5779de503,a8061c63-c14c-4d6f-9b87-0c06951d9a72,exp_booster,22.55,EUR,apple_pay,pending,US,,2025-07-20T23:31:26.907547
