log_id,user_id,session_id,login_time,logout_time,session_duration_seconds,device,os_version,app_version,ip_address,country,timestamp
94068f4c-5287-4eba-b3a9-f74394c1bc3b,c6a41872-6e90-4a62-a6c4-3bf8288d8498,c248c45a-3925-4ca7-9c49-4c4072f4d88c,2025-07-14T11:28:48.336160,2025-07-14T12:41:14.336160,4346,iPad,iOS 16.5,1.2.0,109.175.48.85,SV,2025-07-14T11:28:48.336160
f31f1a9e-13d2-481b-a243-72f6e310f0af,9b301188-c7cb-473f-af61-8fe1fda24360,73fb670b-ec1d-49ef-a6cc-63bf2800b54e,2025-07-15T20:25:48.336160,2025-07-15T21:04:09.336160,2301,iPad,iOS 17.0,1.0.0,132.145.219.213,SN,2025-07-15T20:25:48.336160
629de90b-f370-426e-bece-28c0ef4e87b2,7647b2ca-f97c-4404-8163-eaaafc7cd072,0dcee132-76db-42b0-b118-a7ba10e6af9d,2025-07-29T22:42:48.336160,2025-07-29T22:56:43.336160,835,iPad,Android 13,1.1.1,110.18.63.223,DZ,2025-07-29T22:42:48.336160
79a9ce09-9bc7-47f2-b96e-c2d38fc99836,41608d74-6aba-485b-a372-0aeb30f3b1c2,9c87acdb-9830-423a-b428-9320b807b50a,2025-07-13T04:55:48.336160,2025-07-13T07:06:37.336160,7849,Android,Windows 11,1.0.1,131.148.124.195,AU,2025-07-13T04:55:48.336160
c86aefbe-1c9a-4e6f-9f9f-ba5187ad9a5f,7b1eec3c-dbb9-466f-b733-ec5cdd93cf76,20fd2775-a2b9-4142-954e-290eab2a7f3f,2025-07-10T23:06:48.336160,2025-07-10T23:58:21.336160,3093,Android,iOS 17.0,1.1.0,36.60.111.32,TN,2025-07-10T23:06:48.336160
ed5636f2-0fd8-40b8-bcd2-7ce075af55c2,ddc29b03-91a4-4250-a911-647d655af2a1,679485f1-9cf0-422a-a563-0f2f89ef4c54,2025-08-03T12:04:48.336160,2025-08-03T14:05:30.336160,7242,PC,Android 13,1.1.0,100.255.205.158,BA,2025-08-03T12:04:48.336160
8d151905-8553-4a53-82de-206a410ebb6e,163175d4-4240-4133-8750-b27ccf018bd3,9eb12978-22bb-4b6d-9392-1258b0828853,2025-07-15T03:07:48.336160,2025-07-15T03:26:25.336160,1117,PC,iOS 16.5,1.1.0,72.239.180.7,CH,2025-07-15T03:07:48.336160
890ff992-a924-4439-9e0a-c1c4c799e6a4,30b1a028-d366-42b5-8f6f-5a503aa7a111,3320d9b9-9a07-497f-b46e-0e14fe9834d5,2025-08-05T09:05:48.336160,2025-08-05T09:38:00.336160,1932,iPad,iOS 16.5,1.0.0,189.181.186.216,ML,2025-08-05T09:05:48.336160
b1c77087-617d-4c1d-a7a7-6173238303e0,6fc76421-552a-4527-8943-159e70220d80,635ef3fc-1208-404d-8974-aacdbcec7528,2025-07-26T17:30:48.336160,2025-07-26T17:53:55.336160,1387,iPhone,iOS 17.0,1.2.0,198.163.105.181,BW,2025-07-26T17:30:48.336160
b7a315b4-cfe8-438b-8c29-cca82a3e0509,01206423-9e42-41b7-90a7-f13bc9abf40f,7e75065c-1e82-4de7-86d6-a96a8046f036,2025-07-23T06:05:48.336160,2025-07-23T06:28:11.336160,1343,iPhone,Windows 11,1.0.0,212.228.19.123,KZ,2025-07-23T06:05:48.336160
5598f30b-b88c-40cb-aaa2-a199a03cbb63,fc8e9f4a-e59f-4e7e-857d-4f263b6271a7,3fe30f91-71fe-44df-bb49-06c168a0cf6b,2025-07-25T18:16:48.336160,2025-07-25T18:51:14.336160,2066,iPhone,iOS 16.5,1.2.0,152.160.7.17,UG,2025-07-25T18:16:48.336160
9b82216d-8deb-4591-9582-5f93fa1db307,c8805634-35bb-47bd-9ff0-98f7ab68244b,119406d8-db5c-41e4-b86c-123db89a2a35,2025-07-20T04:12:48.336160,2025-07-20T05:03:19.336160,3031,PC,iOS 16.5,1.1.1,8.47.6.185,KZ,2025-07-20T04:12:48.336160
7b6d5a72-d7d0-4a19-ad69-4bb71fae7500,75203851-f3bf-40e0-8c48-46be5a6b2aee,fe1fc3eb-dad5-440d-b62f-7f48e8602ea7,2025-07-31T18:19:48.336160,2025-07-31T20:33:19.336160,8011,Android,Android 12,1.2.0,186.226.183.173,KE,2025-07-31T18:19:48.336160
5f35550d-0354-4eda-ae7c-1d9a60549d56,1907b190-4d14-4029-8b86-ebaa46aaa007,173217f8-4855-4cea-b59e-27b327a01516,2025-07-19T06:31:48.336160,2025-07-19T08:29:47.336160,7079,PC,Windows 11,1.1.1,104.13.74.245,SC,2025-07-19T06:31:48.336160
382800fd-81f5-43b9-9707-c35ed9683430,7949e682-4d07-4baa-8c2f-edbbe9c42334,a5b5e15b-c84a-4ad5-825d-cfee728de674,2025-07-31T11:03:48.336160,2025-07-31T11:56:57.336160,3189,iPad,Android 12,1.2.0,9.179.219.213,DZ,2025-07-31T11:03:48.336160
bfa6c866-b37f-4206-97a0-7678200ccfee,f73cf9a8-4483-47ee-9a43-1bea5bf3c39b,c6b9dcb5-fba3-4727-bc12-03f05bfb3ffd,2025-07-20T09:12:48.336160,2025-07-20T10:44:08.336160,5480,Android,Android 13,1.0.0,106.149.180.113,US,2025-07-20T09:12:48.336160
a1078c1d-5796-4d12-81b8-3de7574717e4,cc27f7ee-beca-453e-afb2-18a480e1efdb,be24c184-73dc-4ddb-8588-f2221bb26e9a,2025-07-11T07:47:48.336160,2025-07-11T08:37:41.336160,2993,PC,Windows 11,1.2.0,19.148.107.159,KP,2025-07-11T07:47:48.336160
8ee093dd-06e2-48ed-bd4e-e715f1a4bf38,7da7e65e-f027-49e3-9ba4-e2ea44bbc1a5,50f8fb08-ce51-4aaa-abd5-c841d56460e1,2025-07-15T19:02:48.336160,2025-07-15T19:52:35.336160,2987,iPhone,iOS 17.0,1.1.1,69.10.91.1,ES,2025-07-15T19:02:48.336160
3705b424-1aae-47b2-9818-7ac2dc8d1cb0,f98cdaa0-7fd8-4ba2-bf35-fc4b4d7b330b,a4e8071e-3fbe-4c45-8522-4581ecf1bd17,2025-07-17T01:56:48.336160,2025-07-17T03:34:50.336160,5882,iPhone,Windows 11,1.0.1,162.3.29.117,KM,2025-07-17T01:56:48.336160
4f1caf60-878f-4297-90ff-ddf6e5df5515,9f0586cf-b2e5-4f31-a117-12a77d66926f,12093043-4661-45c3-9ab2-fd9bbc60d1b5,2025-07-27T02:09:48.336160,2025-07-27T03:06:07.336160,3379,Android,iOS 16.5,1.2.0,200.169.23.10,SM,2025-07-27T02:09:48.336160
a0eccdca-d8aa-4a74-a9ec-22582c49aa17,51aa9c6d-08f8-4fa3-bff4-3504f7b7bc4a,2cd80713-c4f7-4ee4-a1d6-2894a54734ee,2025-07-25T10:11:48.336160,2025-07-25T10:32:48.336160,1260,iPad,iOS 16.5,1.1.0,194.205.250.139,MZ,2025-07-25T10:11:48.336160
f964199e-e23a-4be6-baef-b9bc84c41fa4,725da8a1-6150-4aac-91ba-47b2c1e53ff9,8e40a8a3-1255-4f96-93c3-8564aa642aca,2025-08-07T00:37:48.336160,2025-08-07T00:53:13.336160,925,Android,iOS 17.0,1.1.1,30.114.147.17,HU,2025-08-07T00:37:48.336160
f1856ece-bdf2-4a7d-a88d-1ceeb85fbc27,9d2eabaa-e24f-4f65-bcc7-08f1e7a6acac,dabeef85-b5ca-41a3-b6e8-8b7ffcbc0d60,2025-07-22T18:46:48.336160,2025-07-22T19:20:28.336160,2020,PC,Android 12,1.0.0,65.88.160.22,TZ,2025-07-22T18:46:48.336160
ba817b67-3859-4adf-97c3-d5e4b798bdd1,601d66e3-648d-4d83-8b56-35258cfb0558,8845bc3b-4f90-4c3e-9cfa-db17b5aaa0e7,2025-07-24T21:41:48.336160,2025-07-24T23:58:17.336160,8189,PC,Android 12,1.2.0,67.196.150.120,BJ,2025-07-24T21:41:48.336160
1ef3a540-5c47-4374-a358-585b6c9c8dea,3cb07fc2-5a22-42b9-8ee7-f467d6f46aa2,438ba3c1-6f29-4223-9f84-6c15df1d64a1,2025-08-03T20:20:48.336160,2025-08-03T20:58:57.336160,2289,iPhone,Windows 11,1.1.0,210.68.118.162,IT,2025-08-03T20:20:48.336160
e6c3921d-2d52-4017-ae2b-1cc2bd25f3a3,148898ce-6c55-4800-8174-328124255cb8,37d19451-70e0-4bb6-b94e-d15d12dc9d03,2025-07-31T02:51:48.336160,2025-07-31T03:05:30.336160,822,iPhone,Windows 11,1.2.0,100.16.239.152,HN,2025-07-31T02:51:48.336160
22fb255e-357b-4661-a0c2-60a916aa3c80,2248632e-31ea-4f45-a188-ea631e7d7cca,491f12e0-e5db-4d9b-b538-8a406361b0b5,2025-07-27T16:48:48.336160,2025-07-27T17:25:19.336160,2191,Android,iOS 17.0,1.1.0,163.11.235.69,BY,2025-07-27T16:48:48.336160
1b40403b-fb04-4eb2-9b8a-4262550aa95e,bd2ea21e-7f37-4ad9-9061-c8a1882d83dc,15715f94-26e1-4fac-9fd6-b0ebc941edde,2025-07-22T00:10:48.336160,2025-07-22T01:07:08.336160,3380,PC,iOS 16.5,1.0.0,58.79.127.239,ZA,2025-07-22T00:10:48.336160
d79c3c29-ab54-40f0-ab48-288a6e97d35c,6201e91a-e599-442d-8c82-67cbbe60de87,7b4195d6-88bb-45b3-89d4-f7fa2d453ed5,2025-07-24T13:15:48.336160,2025-07-24T14:47:01.336160,5473,iPhone,iOS 17.0,1.0.0,134.76.122.123,NA,2025-07-24T13:15:48.336160
46b64c19-fec8-4f15-92f6-99cdd5ba51e3,3cff7cdb-eff5-4836-b383-a91b5c0f421b,ed64d700-8f00-42b7-a2b7-e2ef178fa247,2025-08-09T07:02:48.336160,2025-08-09T08:37:56.336160,5708,Android,Windows 11,1.0.0,161.191.144.226,FI,2025-08-09T07:02:48.336160
02ac3c78-29ad-49a0-9e88-20c9f3f19368,2e7aa07a-bb88-410f-8788-6157e13aa136,8e7e98b2-d5bd-4682-bd33-2a609a99b293,2025-07-27T23:03:48.336160,2025-07-27T23:50:09.336160,2781,iPhone,Android 13,1.1.0,5.31.23.229,EG,2025-07-27T23:03:48.336160
0ac62489-f144-47a1-8a50-4ffc6411006d,672454e6-cfbf-4497-9ec4-ac59126a9aa8,6b0e875c-a752-4f07-b612-70ad4112b244,2025-07-22T10:46:48.336160,2025-07-22T11:34:37.336160,2869,Android,iOS 17.0,1.1.0,18.105.141.146,SY,2025-07-22T10:46:48.336160
59f445b5-ac45-4a12-8872-676977a564b7,58faa7c2-ba20-454a-b09f-07141390e20f,80fe7e93-e028-4870-af8d-3c1bbfe74f76,2025-07-21T04:34:48.336160,2025-07-21T05:03:05.336160,1697,iPhone,Windows 11,1.1.1,64.241.202.234,GB,2025-07-21T04:34:48.336160
09d142e6-8303-49d0-9450-68e890a1d96e,b9c0c09c-1c42-4522-83d4-358ffa741b4e,86ad43ff-4f1a-42ee-baab-81ee4879a9af,2025-07-13T10:02:48.336160,2025-07-13T10:37:31.336160,2083,Android,Android 12,1.1.0,111.197.47.161,GH,2025-07-13T10:02:48.336160
8f9efd5f-f3fd-4785-9c76-ec6e0fa3d6d9,67816ed4-f9a4-4cf9-a51c-a557cb109b20,ce14e143-25b8-4957-9a17-4334fe8ad54e,2025-07-27T14:10:48.336160,2025-07-27T16:43:53.336160,9185,Android,Windows 11,1.2.0,213.68.181.17,AD,2025-07-27T14:10:48.336160
49cd5510-c31d-47e2-8cfb-7d3b18966fa7,7694027f-4140-4196-81af-16ca9ffa3a28,44ea1fe8-0ad1-4b92-9039-81689e387434,2025-07-28T22:04:48.336160,2025-07-28T22:43:05.336160,2297,Android,iOS 16.5,1.1.0,123.163.219.109,NO,2025-07-28T22:04:48.336160
b1c5705b-98e8-4554-bff7-7732a51aafc3,11d88ee9-16ea-44fd-b101-f3b662589233,25c9baba-8c6a-41a7-95a5-35e873267c3f,2025-07-20T04:53:48.336160,2025-07-20T07:44:52.336160,10264,Android,iOS 17.0,1.0.1,108.191.80.181,BG,2025-07-20T04:53:48.336160
f2376c4e-a0b9-46a5-8d85-53fd07ae5b99,5061d49f-ce96-44d1-8211-d7c77d0f2703,c37d1a4b-07f5-439f-83ae-63c4e532f414,2025-07-17T02:43:48.336160,2025-07-17T02:49:58.336160,370,iPhone,iOS 16.5,1.0.1,177.212.76.69,TV,2025-07-17T02:43:48.336160
d2481bac-f6ab-4ebf-9794-5d591cd4023a,d06c9c90-6ca0-45c2-966b-1b8ca0b706c5,3de1de93-0c01-42b5-b99c-aec3ca78e97c,2025-07-21T23:23:48.336160,2025-07-22T00:06:35.336160,2567,iPad,Windows 11,1.2.0,10.132.216.46,SE,2025-07-21T23:23:48.336160
446cc768-5c58-457e-8aa0-b65fc54dd60b,0e8e2eed-b681-4bb5-b6d6-a79db7ca9b47,99d23ce5-255e-4e7e-8446-2d9f00e0aba7,2025-07-19T20:07:48.336160,2025-07-19T20:21:02.336160,794,Android,iOS 16.5,1.0.0,169.17.138.157,GQ,2025-07-19T20:07:48.336160
4c183135-93f9-464d-b443-4f21396c2f06,ee03f7cf-8cdf-4c80-af32-cee07a152176,16e0a600-cdd2-4daf-be76-795cb0fd8c80,2025-07-14T20:39:48.336160,2025-07-14T23:33:03.336160,10395,iPad,iOS 17.0,1.0.1,47.193.254.5,VN,2025-07-14T20:39:48.336160
82d95941-4465-42aa-aa86-6cb004ffe120,995328be-3922-462d-92de-39b267b32925,ae0b8240-ff6a-4870-bb92-52482dac7229,2025-07-18T20:53:48.336160,2025-07-18T23:49:39.336160,10551,Android,iOS 16.5,1.0.0,52.63.103.79,GA,2025-07-18T20:53:48.336160
4ade7359-0f7f-415b-9905-363e6ebe3fb5,7250bf94-958b-4dd1-8e68-093e931f5bc2,2e70935d-a88f-41cb-9580-0abbc13e93ce,2025-07-11T08:48:48.336160,2025-07-11T09:45:11.336160,3383,PC,iOS 17.0,1.0.0,118.85.35.138,SV,2025-07-11T08:48:48.336160
b9063d02-529f-4fdd-bca0-0ed426ded180,6bc41ea2-dfe0-4009-96ba-94577dedf231,66b88b9d-d0f7-4d37-9a4b-22e07e11958f,2025-07-28T02:14:48.336160,2025-07-28T03:35:08.336160,4820,iPhone,iOS 16.5,1.1.1,18.82.69.240,PK,2025-07-28T02:14:48.336160
a7efb512-2777-49f7-9b0b-8f158b059f85,2da0c62a-48e4-4d4d-aece-6db3b7e97554,926c39c8-bff5-4936-a42b-43335556fec0,2025-07-13T06:33:48.336160,2025-07-13T07:25:39.336160,3111,iPhone,Android 13,1.0.1,77.164.81.250,CO,2025-07-13T06:33:48.336160
992e2c62-bd6b-4ade-a63a-24acb89e596d,8c49d55f-8eb5-4242-b907-fb0f7cd96bac,ee73a6fa-2140-4778-bbde-fb32b63ccbeb,2025-08-03T15:28:48.336160,2025-08-03T16:25:59.336160,3431,PC,Android 12,1.2.0,215.209.45.140,JM,2025-08-03T15:28:48.336160
23264c32-877d-4739-a9e0-64b011ad2f76,81b368cc-e402-4bc6-b258-c6eb535b6a4c,af8305f2-07f3-49a4-8a2b-aaac81636a02,2025-07-22T01:12:48.336160,2025-07-22T01:56:37.336160,2629,iPhone,Android 12,1.0.0,25.174.56.108,TL,2025-07-22T01:12:48.336160
f88689f7-1606-477b-a828-60017a8488c2,0651f065-6306-4461-82b5-73da0d61fe63,048c8d8d-1fbb-4460-9ce4-f58dcf6a15df,2025-07-18T04:57:48.336160,2025-07-18T05:13:29.336160,941,iPhone,Windows 11,1.1.1,204.212.37.40,IN,2025-07-18T04:57:48.336160
e0da00fe-18aa-4fc2-ac5e-e9b2962dfda6,a678660b-fbf9-4e11-b417-a4b1ebfda87a,0530b2f4-cff3-44bd-9d56-0e3572bb54e5,2025-07-31T21:38:48.336160,2025-07-31T22:03:06.336160,1458,PC,iOS 17.0,1.0.1,212.249.109.229,JM,2025-07-31T21:38:48.336160
b80038b6-03c5-4ade-bfd2-e645571ec8ee,c1bd15ca-6359-4162-9fca-6c69de99c5a8,846b0215-500f-44ec-be3b-397e7bd99200,2025-08-08T01:00:48.336160,2025-08-08T03:59:30.336160,10722,Android,Android 13,1.1.0,182.131.222.129,SD,2025-08-08T01:00:48.336160
d9d13364-55e6-4359-86ce-494c50a84c25,5a281ea7-fc3a-4575-942b-d61218d51963,d30487b3-4b0f-4f88-8d31-54071bb0fb15,2025-08-04T17:43:48.336160,2025-08-04T19:37:47.336160,6839,iPad,Windows 11,1.0.0,112.208.18.128,ZW,2025-08-04T17:43:48.336160
a37aca2e-d8d1-4a9b-aeaf-14aa218a8c9a,6201e91a-e599-442d-8c82-67cbbe60de87,1ea5d38f-3a87-4135-9c5a-728d86685922,2025-08-09T03:21:48.336160,2025-08-09T04:13:45.336160,3117,iPhone,Windows 11,1.1.0,172.90.74.41,LT,2025-08-09T03:21:48.336160
15033ac4-571b-4ffa-8cbd-e8546f3690ee,05c1d3a4-850d-4223-80aa-64f8bcd40197,f72c2a8a-d9ad-4de2-9a20-0a93f5a5cefc,2025-07-28T19:36:48.336160,2025-07-28T20:12:27.336160,2139,iPad,Android 12,1.0.0,144.195.224.7,SZ,2025-07-28T19:36:48.336160
8b7e866f-2c7d-4545-82d4-478707fde5dd,48ed003f-35b8-460f-8ae3-c656ffa4448f,c3b0cad1-3d2b-4ad4-8efd-2df76adfa6d1,2025-07-30T01:33:48.336160,2025-07-30T02:12:22.336160,2314,iPhone,Windows 11,1.1.0,7.107.231.30,CG,2025-07-30T01:33:48.336160
5eeaa6b1-058a-4763-b891-14cec2fbdbe7,9d1221e4-63a8-419f-ba23-63731c329c79,16315f7c-abb9-4a1c-89ab-071c5dfbc34e,2025-08-06T10:24:48.336160,2025-08-06T12:13:30.336160,6522,PC,Android 12,1.0.0,205.49.67.95,MN,2025-08-06T10:24:48.336160
d796cc99-3933-454d-9e68-e1877d7bc386,7f1586ca-ded0-4427-8070-08aa84ecf00a,b9d30012-7969-4244-87c9-8e57e496390a,2025-07-23T22:00:48.336160,2025-07-24T00:21:10.336160,8422,iPhone,Android 12,1.1.1,17.86.169.123,MM,2025-07-23T22:00:48.336160
3302ed7c-a1f9-4638-90cb-0fff3d546f35,f98cdaa0-7fd8-4ba2-bf35-fc4b4d7b330b,8423ffe0-4b22-4b88-8f78-eaa99e08b067,2025-07-22T23:32:48.336160,2025-07-23T02:18:55.336160,9967,PC,iOS 17.0,1.0.1,214.184.242.109,TL,2025-07-22T23:32:48.336160
7bbacb82-3183-487c-a194-32003f106ff8,2c167156-6a63-4fc8-b004-5ca060aebd04,48ba4aad-be0d-4e8b-a720-d0b1ff46b089,2025-07-24T08:31:48.336160,2025-07-24T09:31:21.336160,3573,Android,Android 13,1.1.0,58.2.22.79,GW,2025-07-24T08:31:48.336160
7e2f80c5-f06c-492c-acbd-3ecbc3bf3dcd,1027aaf3-8cb0-4f6d-a047-a8f61a4b68a9,fcba1d0f-3508-4418-bce2-2b4067f76e21,2025-07-26T14:07:48.336160,2025-07-26T15:08:46.336160,3658,PC,iOS 17.0,1.0.1,193.90.166.155,AR,2025-07-26T14:07:48.336160
017f33b7-43d0-4b39-af27-27155d8615b0,95eb0438-ed44-49ce-ad37-ac3e19d174aa,c3737fdd-36f1-4074-8dcc-44465cc974cc,2025-07-25T01:46:48.336160,2025-07-25T02:24:44.336160,2276,PC,Android 13,1.1.1,186.161.67.104,SV,2025-07-25T01:46:48.336160
ce8d28a0-ea3d-4275-9cdf-08d68d6046cd,4d16d6dd-e05a-4b37-a4ee-93859aa271e1,9281f1b5-ac67-4a25-9f24-a35b5b78651e,2025-07-27T07:25:48.336160,2025-07-27T08:33:04.336160,4036,iPhone,iOS 16.5,1.1.1,120.221.97.61,AZ,2025-07-27T07:25:48.336160
638d881b-3399-45aa-9ff9-9d7ee9fca985,6b4ecb16-04a2-47ec-90b5-5d259785ece4,98694c2d-5cbb-4c40-b042-d0a4bd0bbb63,2025-07-19T21:39:48.336160,2025-07-19T22:05:10.336160,1522,PC,Android 13,1.1.1,119.93.102.237,KP,2025-07-19T21:39:48.336160
8b8e482f-41d0-4c83-aa4c-c105d7375ba2,e741e592-4ab7-45cf-bda1-a00aec96c4f9,32415f92-4f62-4e7a-8ae2-6df765f9223e,2025-07-27T00:22:48.336160,2025-07-27T00:49:46.336160,1618,Android,Android 13,1.2.0,115.23.15.67,LS,2025-07-27T00:22:48.336160
b99271a8-0309-4396-9485-2fa3a2096135,9d1221e4-63a8-419f-ba23-63731c329c79,1d3efb55-69c0-45dc-b019-9db1a2f13b65,2025-07-21T13:13:48.336160,2025-07-21T15:52:57.336160,9549,PC,Windows 11,1.0.1,216.238.151.139,BA,2025-07-21T13:13:48.336160
58a080cb-ed3a-4eab-bce1-2135d7b078cd,e16da965-c146-45df-932a-87a69ae3d10c,dfe6b666-1846-4656-a861-be78094ef3ec,2025-07-24T22:48:48.336160,2025-07-24T23:00:39.336160,711,PC,iOS 17.0,1.2.0,149.49.143.54,CI,2025-07-24T22:48:48.336160
eed699f0-4e07-467a-acb7-cbca486d1ace,5780fe7c-b39a-49d1-95fa-dd519d943e43,ba647261-1ef4-42d1-a2e3-601e086f9668,2025-07-19T22:47:48.336160,2025-07-19T23:38:50.336160,3062,PC,iOS 16.5,1.1.1,108.63.89.168,CD,2025-07-19T22:47:48.336160
b4922a15-20c7-46c0-9a19-b78c11126fa9,2b577272-c930-4c27-b91d-499dd1aad759,0e3aa622-cdf8-4b44-933a-c3076148f7a8,2025-07-17T08:38:48.336160,2025-07-17T08:50:39.336160,711,PC,Android 13,1.1.0,52.19.74.7,UZ,2025-07-17T08:38:48.336160
48b93c57-db8e-4c11-86bc-197e8084a64c,ccf1b57e-3bf1-4bdc-a88c-23bd91e195b6,67255080-2201-4351-9d37-48237c1c544a,2025-08-06T13:11:48.336160,2025-08-06T15:19:41.336160,7673,iPad,Windows 11,1.0.1,44.42.64.43,BD,2025-08-06T13:11:48.336160
25c7962e-b807-47db-9265-79991796d39a,48ba8049-9064-47d8-bdab-440088a6da8e,9f8d02ff-6b4f-448b-9241-867157ff1c4a,2025-07-16T17:04:48.336160,2025-07-16T17:15:11.336160,623,PC,Android 12,1.0.1,76.156.57.62,NR,2025-07-16T17:04:48.336160
9ba13850-22d9-442f-9b22-b30cc12f80bf,085624f3-8d62-4bde-80f6-3e0688735c05,cf47df12-fb87-4a90-86cc-b228a8e3ddfb,2025-07-25T08:09:48.336160,2025-07-25T08:46:10.336160,2182,iPad,iOS 17.0,1.1.1,201.82.31.245,HR,2025-07-25T08:09:48.336160
e17511cb-47ca-410f-88a0-4e6f62fa2788,3c36fa10-4b66-48b6-a205-eed30f2f2dee,6a7b6fdd-a031-45f3-bb58-3a08919b2f4d,2025-08-06T16:57:48.336160,2025-08-06T19:28:25.336160,9037,iPad,Android 12,1.1.0,185.156.61.114,TL,2025-08-06T16:57:48.336160
d18e1e27-055b-4137-ab96-8092e5745157,0fb2513c-d0e2-4c9a-afe2-5cc07e310602,624bea3f-6ed4-4d3c-be95-903ef2e2af8f,2025-07-24T02:59:48.336160,2025-07-24T03:20:59.336160,1271,PC,Android 12,1.1.0,50.236.3.200,FI,2025-07-24T02:59:48.336160
d78e1271-6e78-48bd-9ae1-0def53038307,da507e07-6c36-40a9-abd5-cc2fe5d0212a,ddf726d1-b1c3-4abb-8432-b92587746dfc,2025-07-27T12:46:48.336160,2025-07-27T15:04:52.336160,8284,iPad,iOS 17.0,1.2.0,152.67.234.143,VE,2025-07-27T12:46:48.336160
c5b5cc8e-07b1-4c04-a768-f248cfa115cd,611b0301-83b9-40ec-b78f-67412b069257,75623c8b-c4e6-4e44-960c-739a15bd912c,2025-07-10T19:31:48.336160,2025-07-10T20:31:32.336160,3584,iPad,Android 13,1.0.1,32.6.166.162,JO,2025-07-10T19:31:48.336160
1bc8272d-de42-48e7-8e8f-d6b6ed568fe6,3af38856-1d52-41cc-b68d-d83d21a16312,acf1dbfc-28db-46d8-bac0-a3542ff97937,2025-07-29T07:59:48.336160,2025-07-29T08:40:33.336160,2445,iPad,Windows 11,1.0.0,26.79.221.159,PA,2025-07-29T07:59:48.336160
